aX,aY,aZ
0,0.468,-0.014
-0.005,0.453,-0.024
-0.018,0.444,-0.015
-0.061,0.424,-0.047
-0.068,0.412,-0.016
-0.097,0.398,-0.006
-0.115,0.394,0.018
-0.147,0.387,0.033
-0.158,0.382,0.077
-0.175,0.383,0.093
-0.187,0.389,0.112
-0.204,0.393,0.126
-0.211,0.389,0.149
-0.225,0.384,0.164
-0.238,0.378,0.17
-0.259,0.362,0.165
-0.26,0.33,0.147
-0.273,0.316,0.125
-0.283,0.287,0.072
-0.288,0.271,0.054
-0.291,0.249,0.038
-0.309,0.244,-0.111
-0.319,0.231,-0.045
-0.31,0.224,-0.075
-0.316,0.203,-0.122
-0.322,0.19,-0.211
-0.315,0.186,-0.246
-0.31,0.163,-0.309
-0.305,0.156,-0.33
-0.306,0.145,-0.366
-0.306,0.137,-0.387
-0.305,0.118,-0.427
-0.3,0.116,-0.424
-0.31,0.113,-0.443
-0.316,0.104,-0.453
-0.316,0.083,-0.438
-0.327,0.032,-0.438
-0.348,0.007,-0.44
-0.356,-0.025,-0.424
-0.362,-0.038,-0.399
-0.366,-0.05,-0.387
-0.367,-0.055,-0.362
-0.359,-0.061,-0.345
-0.354,-0.086,-0.302
-0.352,-0.105,-0.265
-0.342,-0.155,-0.254
-0.337,-0.224,-0.237
-0.32,-0.262,-0.235
-0.305,-0.322,-0.242
-0.299,-0.343,-0.273
-0.284,-0.386,-0.293
-0.276,-0.427,-0.35
-0.263,-0.444,-0.387
-0.247,-0.469,-0.465
-0.24,-0.468,-0.533
-0.232,-0.466,-0.563
-0.148,-1.154,-0.789
-0.189,-1.187,-0.862
-0.236,-1.216,-0.919
-0.292,-1.261,-1.051
-0.352,-1.271,-1.069
-0.373,-1.324,-1.097
-0.386,-1.365,-1.195
-0.374,-1.429,-1.237
-0.377,-1.452,-1.346
-0.353,-1.472,-1.41
-0.319,-1.469,-1.549
-0.306,-1.453,-1.691
-0.277,-1.359,-1.749
-0.275,-1.244,-1.893
-0.285,-1.163,-1.959
-0.273,-1.002,-2.084
-0.276,-0.931,-2.195
-0.278,-0.801,-2.203
-0.307,-0.768,-2.377
-0.123,-0.782,-2.295
-0.282,-0.59,-2.108
-0.382,-0.683,-2.435
-0.224,-0.719,-2.374
-0.084,-0.873,-2.273
-0.234,-0.719,-2.364
-0.347,-0.638,-2.065
-0.371,-0.671,-2.077
-0.323,-0.751,-2.056
-0.287,-0.851,-2.005
-0.245,-0.883,-1.947
-0.285,-0.895,-1.835
-0.326,-0.882,-1.751
-0.383,-0.864,-1.718
-0.383,-0.854,-1.679
-0.365,-0.849,-1.621
-0.344,-0.848,-1.595
-0.342,-0.835,-1.545
-0.35,-0.824,-1.525
-0.364,-0.806,-1.485
-0.366,-0.795,-1.447
-0.369,-0.776,-1.428
-0.371,-0.76,-1.393
-0.377,-0.75,-1.379
-0.382,-0.735,-1.354
-0.387,-0.731,-1.336
-0.391,-0.723,-1.327
-0.39,-0.721,-1.311
-0.386,-0.708,-1.304
-0.387,-0.698,-1.304
-0.387,-0.693,-1.307
-0.375,-0.674,-1.3
-0.371,-0.668,-1.299
-0.368,-0.653,-1.3
-0.364,-0.639,-1.3
-0.358,-0.633,-1.296
-0.355,-0.608,-1.279
-0.36,-0.603,-1.281
-0.351,-0.602,-1.276
-0.345,-0.6,-1.261
-0.328,-0.599,-1.251
-0.315,-0.594,-1.239
-0.309,-0.589,-1.209
-0.194,-0.522,-1.33
-0.138,-0.593,-0.905
-0.322,-0.526,-1.013
-0.277,-0.559,-1.216
-0.224,-0.548,-1.182
-0.162,-0.554,-1.191
-0.159,-0.527,-1.158
-0.193,-0.502,-1.169
-0.194,-0.497,-1.214
-0.161,-0.503,-1.25
-0.118,-0.528,-1.274
-0.107,-0.521,-1.322
-0.083,-0.519,-1.326
-0.066,-0.523,-1.321
-0.055,-0.522,-1.333
-0.059,-0.529,-1.34
-0.053,-0.532,-1.36
-0.039,-0.543,-1.361
-0.028,-0.544,-1.359
-0.01,-0.539,-1.36
0.004,-0.528,-1.375
0.013,-0.513,-1.393
0.022,-0.494,-1.397
0.028,-0.486,-1.388
0.037,-0.471,-1.369
0.04,-0.47,-1.366
0.047,-0.469,-1.364
0.066,-0.471,-1.354
0.073,-0.474,-1.341
0.089,-0.476,-1.329
0.108,-0.469,-1.304
0.119,-0.466,-1.3
0.142,-0.46,-1.301
0.155,-0.456,-1.295
0.167,-0.436,-1.291
0.168,-0.406,-1.264
0.179,-0.414,-1.286
0.184,-0.397,-1.295
0.182,-0.38,-1.269
0.174,-0.367,-1.24
0.158,-0.365,-1.246
0.16,-0.358,-1.236
0.16,-0.354,-1.226
0.147,-0.343,-1.213
0.138,-0.33,-1.188
0.125,-0.331,-1.174
0.119,-0.314,-1.138
0.092,-0.312,-1.102
0.069,-0.315,-1.082
0.06,-0.324,-1.055
0.049,-0.321,-1.042
0.029,-0.295,-1.014
0.021,-0.284,-0.994
0.016,-0.262,-0.98
0.012,-0.24,-0.957
-0.003,-0.223,-0.937
-0.021,-0.177,-0.922
0.026,0.381,1.666
0.058,0.402,1.757
0.078,0.413,1.814
0.102,0.424,1.9
0.113,0.428,1.939
0.124,0.438,1.952
0.128,0.43,1.969
0.137,0.421,1.974
0.136,0.421,1.964
0.127,0.426,1.949
0.13,0.423,1.911
0.133,0.416,1.877
0.127,0.413,1.795
0.122,0.417,1.753
0.116,0.422,1.66
0.112,0.429,1.611
0.114,0.435,1.52
0.115,0.449,1.47
0.117,0.455,1.363
0.116,0.469,1.312
0.118,0.476,1.136
0.121,0.492,1.16
0.119,0.497,1.115
0.245,0.501,1.037
0.131,0.505,0.965
0.129,0.518,0.933
0.125,0.526,0.874
0.121,0.546,0.853
0.118,0.551,0.824
0.104,0.556,0.816
0.1,0.56,0.802
0.087,0.569,0.797
0.081,0.571,0.801
0.071,0.575,0.808
0.07,0.575,0.826
0.063,0.578,0.839
0.057,0.578,0.877
0.042,0.582,0.904
0.036,0.585,0.954
0.021,0.6,0.978
0.014,0.61,1.037
0.006,0.618,1.062
0,0.624,1.117
-0.01,0.636,1.141
-0.016,0.64,1.187
-0.022,0.644,1.203
-0.028,0.645,1.231
-0.037,0.641,1.238
-0.044,0.632,1.238
-0.056,0.626,1.233
-0.065,0.613,1.212
-0.076,0.607,1.186
-0.094,0.594,1.174
-0.102,0.592,1.146
-0.114,0.588,1.134
-0.121,0.59,1.11
-0.131,0.596,1.102
-0.137,0.6,1.097
-0.139,0.605,1.098
-0.144,0.618,1.109
-0.146,0.628,1.13
-0.144,0.642,1.139
-0.143,0.643,1.16
-0.138,0.651,1.172
-0.137,0.652,1.183
-0.129,0.66,1.185
-0.127,0.666,1.18
-0.123,0.671,1.177
-0.121,0.675,1.166
-0.116,0.671,1.159
-0.115,0.664,1.144
-0.118,0.638,1.135
-0.121,0.618,1.116
-0.122,0.611,1.101
-0.123,0.6,1.076
-0.131,0.595,1.063
-0.131,0.586,1.044
-0.131,0.579,1.02
-0.131,0.577,1.005
-0.133,0.575,0.976
-0.13,0.565,0.963
-0.124,0.557,0.93
-0.127,0.543,0.907
-0.131,0.536,0.853
-0.127,0.524,0.83
-0.125,0.519,0.776
-0.129,0.521,0.739
-0.125,0.523,0.665
-0.124,0.521,0.634
-0.124,0.501,0.567
-0.13,0.488,0.409
-0.147,0.475,0.45
-0.153,0.459,0.376
-0.165,0.468,0.334
-0.172,0.465,0.237
-0.162,0.446,0.21
-0.163,0.434,0.142
-0.199,0.392,0.095
-0.217,0.369,0.026
-0.243,0.301,0.005
-0.251,0.273,-0.043
-0.276,0.229,-0.068
-0.283,0.216,-0.099
-0.294,0.219,-0.117
-0.291,0.222,-0.127
-0.283,0.24,-0.134
-0.284,0.26,-0.163
-0.266,0.268,-0.163
-0.239,0.304,-0.159
-0.232,0.316,-0.206
-0.205,0.323,-0.218
-0.183,0.337,-0.221
-0.176,0.338,-0.249
-0.172,0.343,-0.293
-0.144,0.346,-0.294
-0.131,0.338,-0.301
-0.133,0.356,-0.358
-0.126,0.362,-0.375
-0.11,0.376,-0.387
-0.192,-0.592,-1.257
-0.21,-0.609,-1.281
-0.215,-0.624,-1.305
-0.211,-0.658,-1.325
-0.202,-0.664,-1.33
-0.199,-0.683,-1.352
-0.21,-0.685,-1.372
-0.215,-0.697,-1.38
-0.178,-0.776,-1.433
-0.168,-0.776,-1.442
-0.251,-0.783,-1.464
-0.021,-0.86,-1.223
-0.326,-0.702,-1.484
-0.4,-0.732,-1.675
-0.196,-0.673,-1.586
-0.154,-0.742,-1.749
-0.046,-0.701,-1.555
-0.14,-0.719,-1.604
-0.181,-0.712,-1.579
-0.216,-0.702,-1.57
-0.218,-0.736,-1.581
-0.197,-0.748,-1.578
-0.187,-0.74,-1.573
-0.203,-0.73,-1.591
-0.215,-0.716,-1.601
-0.207,-0.712,-1.616
-0.184,-0.715,-1.614
-0.175,-0.721,-1.62
-0.167,-0.718,-1.62
-0.176,-0.71,-1.61
-0.178,-0.702,-1.606
-0.198,-0.686,-1.608
-0.186,-0.708,-1.607
-0.228,-0.649,-1.615
-0.188,-0.694,-1.572
-0.177,-0.699,-1.561
-0.206,-0.694,-1.562
-0.219,-0.684,-1.55
-0.226,-0.68,-1.538
-0.223,-0.678,-1.518
-0.215,-0.68,-1.493
-0.213,-0.69,-1.474
-0.214,-0.698,-1.45
-0.221,-0.701,-1.435
-0.22,-0.708,-1.403
-0.223,-0.708,-1.368
-0.229,-0.706,-1.364
-0.229,-0.72,-1.34
-0.205,-0.723,-1.314
-0.226,-0.691,-1.276
-0.27,-0.677,-1.252
-0.268,-0.652,-1.24
-0.263,-0.641,-1.224
-0.267,-0.614,-1.229
-0.264,-0.566,-1.207
-0.242,-0.546,-1.135
-0.241,-0.534,-1.121
-0.243,-0.528,-1.167
-0.209,-0.528,-1.158
-0.192,-0.495,-1.129
-0.183,-0.478,-1.125
-0.187,-0.432,-1.123
-0.185,-0.417,-1.124
-0.183,-0.368,-1.173
-0.155,-0.397,-1.14
0.078,-0.491,-0.955
-0.097,-0.301,-0.983
-0.301,-0.326,-1.057
-0.227,-0.384,-1.123
-0.042,-0.365,-1.112
-0.069,-0.308,-1.093
-0.11,-0.287,-1.077
-0.127,-0.282,-1.082
-0.111,-0.297,-1.123
-0.082,-0.298,-1.153
-0.07,-0.307,-1.198
-0.066,-0.308,-1.222
-0.061,-0.319,-1.237
-0.059,-0.322,-1.263
-0.061,-0.32,-1.28
-0.057,-0.329,-1.32
-0.039,-0.324,-1.324
-0.042,-0.297,-1.325
-0.033,-0.29,-1.36
-0.008,-0.285,-1.37
-0.001,-0.28,-1.362
0,-0.279,-1.358
0.001,-0.28,-1.359
0.009,-0.281,-1.36
0.022,-0.278,-1.357
0.022,-0.273,-1.354
0.031,-0.277,-1.37
0.038,-0.324,-1.392
0.046,-0.312,-1.498
0.03,-0.341,-1.401
0.033,-0.351,-1.36
0.032,-0.362,-1.353
0.02,-0.364,-1.305
0.002,-0.373,-1.281
0.005,-0.385,-1.228
0.008,-0.406,-1.204
0.009,-0.427,-1.169
0.02,-0.425,-1.14
0.016,-0.411,-1.105
0.004,-0.394,-1.092
-0.01,-0.349,-1.057
-0.016,-0.328,-1.027
-0.031,-0.279,-1.015
-0.037,-0.223,-0.986
-0.044,-0.192,-0.969
-0.046,-0.144,-0.932
-0.055,-0.128,-0.896
-0.06,-0.143,-0.852
-0.118,-0.13,-0.944
-0.014,-0.126,-0.874
0.022,-0.039,-0.56
-0.107,-0.035,-0.567
-0.148,0.019,-0.684
-0.107,0.081,-0.56
0.428,0.669,0.939
0.468,0.706,1.029
0.489,0.726,1.12
0.562,0.712,1.191
0.604,0.737,1.323
0.65,0.743,1.362
0.672,0.789,1.451
0.72,0.825,1.494
0.759,0.838,1.612
0.869,0.84,1.682
0.909,0.889,1.761
0.959,0.903,1.789
0.995,0.939,1.885
1.061,0.965,1.929
1.078,1.004,1.983
1.107,1.055,2.002
1.128,1.063,2.063
1.169,1.064,2.088
1.161,1.081,2.08
1.108,1.116,2.069
1.099,1.113,2.043
1.092,1.094,2.019
1.071,1.078,1.939
0.997,1.032,1.886
0.956,0.971,1.761
0.882,0.935,1.697
0.849,0.875,1.564
0.787,0.854,1.497
0.756,0.824,1.349
0.71,0.811,1.278
0.701,0.788,1.14
0.693,0.778,1.076
0.685,0.764,0.953
0.653,0.762,0.892
0.639,0.762,0.784
0.609,0.761,0.741
0.591,0.753,0.665
0.56,0.748,0.632
0.543,0.739,0.572
0.518,0.735,0.549
0.505,0.723,0.508
0.473,0.717,0.491
0.456,0.714,0.474
0.423,0.716,0.468
0.409,0.725,0.461
0.382,0.73,0.458
0.373,0.749,0.459
0.359,0.759,0.458
0.35,0.775,0.46
0.335,0.783,0.462
0.326,0.809,0.48
0.316,0.823,0.492
0.311,0.842,0.508
0.298,0.854,0.51
0.295,0.872,0.522
0.288,0.88,0.526
0.286,0.894,0.533
0.277,0.9,0.535
0.273,0.904,0.532
0.258,0.906,0.531
0.25,0.904,0.524
0.237,0.902,0.522
0.232,0.9,0.504
0.213,0.899,0.487
0.205,0.893,0.459
0.188,0.888,0.443
0.175,0.87,0.408
0.165,0.864,0.369
0.146,0.857,0.347
0.137,0.853,0.325
0.13,0.85,0.284
0.121,0.847,0.264
0.111,0.836,0.259
0.101,0.834,0.233
0.07,0.834,0.22
0.065,0.834,0.214
0.056,0.829,0.218
0.05,0.83,0.217
0.034,0.826,0.215
0.025,0.825,0.192
0.01,0.825,0.175
0.005,0.828,0.145
0.007,0.819,0.144
0.008,0.806,0.155
-0.002,0.795,0.147
-0.011,0.776,0.125
-0.027,0.772,0.105
-0.038,0.763,0.048
-0.045,0.755,0.033
-0.039,0.732,0.041
-0.038,0.712,0.047
-0.043,0.678,0.026
-0.068,0.665,-0.009
-0.085,0.652,-0.053
-0.09,0.647,-0.067
-0.097,0.633,-0.072
-0.102,0.611,-0.097
-0.104,0.597,-0.099
-0.106,0.575,-0.121
-0.126,0.565,-0.155
-0.135,0.533,-0.193
-0.13,0.526,-0.171
-0.146,0.512,-0.199
-0.164,0.512,-0.294
-0.161,0.499,-0.291
-0.155,0.502,-0.297
-0.172,0.492,-0.332
-0.176,0.483,-0.376
-0.172,0.476,-0.253
-0.171,0.451,-0.367
-0.178,0.436,-0.379
-0.197,0.411,-0.392
-0.203,0.406,-0.427
-0.209,0.4,-0.44
-0.205,0.397,-0.427
-0.205,0.392,-0.429
-0.207,0.383,-0.452
-0.203,0.386,-0.471
-0.198,0.391,-0.48
-0.009,-0.56,-1.326
-0.035,-0.558,-1.296
-0.058,-0.555,-1.277
-0.077,-0.545,-1.259
-0.082,-0.546,-1.24
-0.098,-0.544,-1.236
-0.103,-0.542,-1.22
-0.111,-0.543,-1.203
-0.112,-0.546,-1.2
-0.114,-0.545,-1.19
-0.116,-0.548,-1.182
-0.112,-0.554,-1.169
-0.107,-0.554,-1.166
-0.098,-0.56,-1.159
-0.095,-0.559,-1.152
-0.088,-0.562,-1.146
-0.077,-0.565,-1.146
-0.062,-0.582,-1.151
-0.075,-0.548,-1.147
-0.035,-0.583,-1.078
-0.083,-0.539,-1.114
-0.119,-0.542,-1.172
-0.093,-0.54,-1.147
-0.067,-0.545,-1.153
-0.061,-0.566,-1.255
-0.018,-0.574,-1.182
-0.005,-0.561,-1.237
0.066,-0.64,-1.01
-0.102,-0.52,-1.155
-0.145,-0.564,-1.162
-0.086,-0.579,-1.161
-0.047,-0.577,-1.149
-0.052,-0.582,-1.132
-0.05,-0.603,-1.136
-0.051,-0.59,-1.162
-0.058,-0.605,-1.179
-0.05,-0.608,-1.197
-0.053,-0.601,-1.2
-0.063,-0.569,-1.211
-0.06,-0.571,-1.207
-0.041,-0.572,-1.211
-0.025,-0.567,-1.207
-0.027,-0.56,-1.207
-0.036,-0.549,-1.208
-0.032,-0.54,-1.191
-0.02,-0.537,-1.18
-0.013,-0.539,-1.169
-0.01,-0.54,-1.168
-0.008,-0.531,-1.16
-0.005,-0.522,-1.149
-0.008,-0.506,-1.144
-0.014,-0.49,-1.137
-0.02,-0.48,-1.131
-0.024,-0.462,-1.121
-0.024,-0.457,-1.114
-0.032,-0.442,-1.107
-0.031,-0.432,-1.099
-0.04,-0.428,-1.099
-0.042,-0.42,-1.088
-0.046,-0.414,-1.077
-0.05,-0.403,-1.069
-0.052,-0.402,-1.054
-0.061,-0.399,-1.049
-0.068,-0.387,-0.988
-0.078,-0.386,-1.009
-0.061,-0.411,-1.017
-0.081,-0.389,-0.978
-0.069,-0.408,-0.945
-0.074,-0.384,-0.992
-0.11,-0.374,-0.995
-0.106,-0.363,-0.985
-0.092,-0.369,-0.989
-0.071,-0.375,-0.987
-0.077,-0.375,-0.985
-0.081,-0.371,-0.974
-0.08,-0.371,-0.974
-0.075,-0.376,-0.979
-0.064,-0.375,-0.979
-0.058,-0.366,-0.982
-0.056,-0.36,-0.986
-0.055,-0.345,-0.984
-0.056,-0.341,-0.986
-0.047,-0.343,-0.99
-0.04,-0.346,-1
-0.036,-0.349,-1.005
-0.03,-0.347,-1.007
-0.032,-0.34,-1.018
-0.035,-0.334,-1.023
-0.035,-0.33,-1.026
-0.038,-0.334,-1.036
-0.043,-0.351,-1.039
-0.046,-0.36,-1.039
-0.055,-0.382,-1.04
-0.057,-0.409,-1.055
-0.06,-0.42,-1.063
-0.059,-0.441,-1.074
-0.058,-0.455,-1.096
-0.056,-0.473,-1.106
-0.051,-0.495,-1.141
-0.041,-0.498,-1.156
-0.039,-0.493,-1.173
-0.036,-0.498,-1.219
-0.031,-0.502,-1.236
-0.031,-0.504,-1.267
-0.025,-0.507,-1.282
-0.023,-0.505,-1.293
-0.018,-0.509,-1.336
-0.005,-0.506,-1.352
0.001,-0.495,-1.36
0.009,-0.481,-1.372
0.015,-0.466,-1.412
0.026,-0.452,-1.422
0.031,-0.427,-1.427
0.045,-0.422,-1.431
0.051,-0.406,-1.429
0.067,-0.4,-1.435
0.081,-0.405,-1.438
0.091,-0.388,-1.433
0.095,-0.373,-1.434
0.244,0.313,1.608
0.286,0.322,1.758
0.399,0.344,1.827
0.444,0.363,1.967
0.529,0.419,2.039
0.572,0.446,2.173
0.648,0.493,2.23
0.68,0.539,2.329
0.724,0.557,2.369
0.734,0.603,2.44
0.752,0.621,2.466
0.756,0.603,2.483
0.779,0.601,2.48
0.767,0.587,2.456
0.739,0.57,2.43
0.731,0.537,2.349
0.716,0.522,2.3
0.705,0.5,2.194
0.682,0.491,2.136
0.671,0.485,2.005
0.655,0.487,1.935
0.648,0.494,1.789
0.628,0.501,1.715
0.622,0.518,1.573
0.615,0.523,1.381
0.611,0.525,1.37
0.597,0.524,1.304
0.589,0.518,1.187
0.574,0.517,1.004
0.565,0.508,1.03
0.546,0.505,0.989
0.538,0.502,0.916
0.517,0.504,0.76
0.493,0.508,0.833
0.48,0.511,0.803
0.451,0.517,0.794
0.441,0.529,0.785
0.421,0.537,0.784
0.412,0.558,0.785
0.396,0.57,0.788
0.389,0.596,0.799
0.37,0.608,0.812
0.353,0.63,0.835
0.346,0.639,0.855
0.331,0.655,0.864
0.323,0.663,0.996
0.317,0.67,0.878
0.305,0.675,0.879
0.295,0.681,0.877
0.273,0.681,0.873
0.252,0.678,0.858
0.241,0.676,0.838
0.226,0.669,0.824
0.214,0.668,0.801
0.19,0.662,0.788
0.178,0.662,0.765
0.156,0.659,0.754
0.144,0.657,0.73
0.121,0.649,0.72
0.112,0.645,0.7
0.09,0.639,0.69
0.079,0.637,0.67
0.06,0.636,0.663
0.048,0.636,0.649
0.035,0.627,0.646
0.031,0.622,0.641
0.019,0.629,0.633
0.01,0.632,0.613
0,0.647,0.61
-0.004,0.654,0.624
-0.01,0.671,0.63
-0.015,0.676,0.631
-0.028,0.689,0.629
-0.032,0.695,0.626
-0.038,0.692,0.624
-0.039,0.689,0.631
-0.04,0.687,0.636
-0.042,0.68,0.634
-0.052,0.684,0.632
-0.056,0.7,0.601
-0.055,0.704,0.583
-0.042,0.718,0.578
-0.041,0.717,0.543
-0.045,0.719,0.519
-0.046,0.719,0.475
-0.041,0.7,0.465
-0.042,0.684,0.446
-0.047,0.657,0.429
-0.056,0.654,0.373
-0.064,0.651,0.345
-0.062,0.652,0.312
-0.061,0.657,0.294
-0.066,0.657,0.249
-0.067,0.664,0.231
-0.069,0.669,0.194
-0.079,0.66,0.18
-0.082,0.644,0.17
-0.09,0.63,0.163
-0.095,0.618,0.153
-0.111,0.614,0.127
-0.123,0.61,0.119
-0.126,0.611,0.111
-0.132,0.618,0.098
-0.135,0.626,0.069
-0.132,0.642,0.057
-0.13,0.647,0.043
-0.123,0.657,0.036
-0.122,0.657,0.017
-0.122,0.657,0.008
-0.126,0.658,-0.013
-0.124,0.653,-0.023
-0.124,0.653,-0.036
-0.129,0.655,-0.059
-0.137,0.655,-0.088
-0.14,0.65,-0.099
-0.148,0.606,-0.101
-0.16,0.546,-0.102
-0.184,0.521,-0.107
-0.192,0.495,-0.119
-0.194,-0.331,-1.526
-0.195,-0.366,-1.543
-0.194,-0.377,-1.557
-0.193,-0.394,-1.574
-0.202,-0.413,-1.534
-0.203,-0.431,-1.521
-0.247,-0.421,-1.556
-0.269,-0.425,-1.554
-0.242,-0.44,-1.519
-0.231,-0.451,-1.505
-0.214,-0.478,-1.5
-0.207,-0.495,-1.484
-0.2,-0.499,-1.459
-0.199,-0.496,-1.442
-0.2,-0.49,-1.444
-0.178,-0.494,-1.435
-0.163,-0.495,-1.422
-0.138,-0.493,-1.423
-0.058,-0.556,-1.436
0.081,-0.584,-1.334
-0.154,-0.413,-1.419
-0.204,-0.4,-1.415
-0.173,-0.395,-1.409
-0.124,-0.415,-1.436
-0.051,-0.418,-1.443
-0.056,-0.412,-1.459
-0.065,-0.406,-1.473
-0.1,-0.363,-1.487
-0.104,-0.355,-1.51
-0.078,-0.356,-1.526
-0.057,-0.354,-1.539
-0.052,-0.358,-1.56
-0.041,-0.367,-1.565
-0.038,-0.388,-1.562
-0.044,-0.403,-1.542
-0.035,-0.436,-1.529
-0.027,-0.454,-1.5
-0.031,-0.451,-1.458
-0.047,-0.459,-1.459
-0.031,-0.468,-1.46
-0.019,-0.447,-1.427
-0.026,-0.44,-1.393
-0.035,-0.426,-1.382
-0.033,-0.425,-1.377
-0.019,-0.416,-1.366
-0.009,-0.407,-1.347
-0.015,-0.396,-1.321
-0.017,-0.375,-1.298
-0.02,-0.359,-1.287
-0.017,-0.354,-1.292
-0.007,-0.345,-1.302
-0.011,-0.316,-1.3
-0.015,-0.305,-1.292
-0.019,-0.282,-1.279
-0.019,-0.24,-1.228
-0.026,-0.238,-1.226
-0.011,-0.234,-1.207
0,-0.254,-1.214
0.02,-0.266,-1.237
0.037,-0.256,-1.241
0.039,-0.249,-1.218
0.029,-0.221,-1.214
0.03,-0.218,-1.246
0.038,-0.213,-1.263
0.05,-0.222,-1.288
0.054,-0.214,-1.258
0.038,-0.199,-1.252
0.029,-0.209,-1.285
0.031,-0.211,-1.282
0.035,-0.214,-1.271
0.022,-0.208,-1.268
0.014,-0.209,-1.256
0.01,-0.204,-1.227
-0.009,-0.192,-1.225
-0.011,-0.195,-1.215
-0.004,-0.203,-1.201
-0.003,-0.202,-1.179
-0.004,-0.202,-1.168
-0.006,-0.18,-1.148
-0.008,-0.17,-1.138
-0.016,-0.137,-1.138
-0.006,-0.108,-1.113
-0.005,-0.096,-1.12
0.004,-0.061,-1.089
0.003,-0.049,-1.095
0.023,-0.028,-1.073
0.024,-0.015,-1.049
0.014,0.006,-1.056
0.012,0.012,-1.036
0.032,0.002,-1.026
0.039,0.004,-1.006
0.032,0.015,-0.998
0.025,0.04,-0.998
0.028,0.047,-1.002
0.051,0.04,-0.979
0.054,0.041,-0.977
0.047,0.051,-0.987
0.045,0.052,-0.98
0.051,0.051,-0.986
0.055,0.048,-0.996
0.063,0.052,-0.991
0.061,0.056,-0.986
0.047,0.068,-0.987
0.041,0.074,-0.986
0.046,0.077,-0.974
0.049,0.094,-0.968
0.05,0.108,-0.962
0.055,0.146,-0.959
0.055,0.167,-0.948
0.062,0.191,-0.931
0.064,0.228,-0.903
0.049,0.252,-0.902
0.046,0.281,-0.872
0.047,0.287,-0.864
0.042,0.297,-0.829
0.052,0.294,-0.794
0.04,0.292,-0.797
0.038,0.286,-0.761
0.029,0.284,-0.742
-0.385,0.659,0.982
-0.391,0.698,1.046
-0.404,0.723,1.153
-0.405,0.778,1.22
-0.409,0.793,1.298
-0.391,0.818,1.341
-0.384,0.838,1.438
-0.361,0.868,1.498
-0.35,0.875,1.619
-0.309,0.901,1.688
-0.305,0.942,1.824
-0.284,0.946,1.884
-0.264,0.938,2.003
-0.218,0.927,2.047
-0.202,0.919,2.111
-0.183,0.919,2.133
-0.168,0.904,2.165
-0.132,0.908,2.149
-0.11,0.916,2.121
-0.093,0.924,2.037
-0.05,0.942,1.987
-0.03,0.951,1.87
0.016,0.962,1.806
0.038,0.964,1.672
0.074,0.964,1.601
0.09,0.96,1.465
0.117,0.954,1.398
0.128,0.952,1.259
0.143,0.936,1.195
0.147,0.924,1.075
0.151,0.899,1.016
0.154,0.885,0.902
0.152,0.862,0.847
0.145,0.852,0.752
0.135,0.832,0.71
0.129,0.825,0.636
0.117,0.807,0.604
0.108,0.797,0.552
0.099,0.778,0.535
0.094,0.76,0.502
0.077,0.755,0.49
0.066,0.749,0.475
0.044,0.749,0.47
0.037,0.752,0.471
0.022,0.758,0.475
0.015,0.775,0.488
0.006,0.787,0.498
0.003,0.812,0.503
-0.002,0.822,0.514
-0.004,0.848,0.517
-0.007,0.858,0.529
-0.009,0.875,0.533
-0.01,0.88,0.541
-0.018,0.895,0.542
-0.022,0.903,0.544
-0.033,0.908,0.542
-0.041,0.918,0.535
-0.055,0.922,0.528
-0.059,0.933,0.517
-0.069,0.935,0.511
-0.075,0.935,0.496
-0.091,0.935,0.476
-0.107,0.928,0.468
-0.114,0.925,0.448
-0.134,0.922,0.435
-0.145,0.92,0.412
-0.162,0.91,0.407
-0.172,0.901,0.388
-0.193,0.882,0.38
-0.207,0.864,0.366
-0.231,0.859,0.362
-0.244,0.844,0.347
-0.26,0.837,0.348
-0.274,0.815,0.352
-0.286,0.805,0.345
-0.309,0.788,0.342
-0.315,0.785,0.333
-0.328,0.789,0.323
-0.329,0.792,0.315
-0.325,0.794,0.315
-0.323,0.798,0.304
-0.329,0.807,0.295
-0.325,0.818,0.293
-0.318,0.821,0.284
-0.319,0.832,0.265
-0.313,0.842,0.256
-0.309,0.834,0.264
-0.296,0.835,0.269
-0.3,0.839,0.242
-0.305,0.839,0.235
-0.296,0.847,0.249
-0.289,0.848,0.238
-0.289,0.843,0.224
-0.276,0.842,0.225
-0.275,0.828,0.217
-0.274,0.824,0.208
-0.281,0.805,0.199
-0.278,0.785,0.216
-0.278,0.761,0.214
-0.287,0.748,0.178
-0.297,0.711,0.18
-0.292,0.675,0.196
-0.297,0.66,0.189
-0.305,0.649,0.159
-0.303,0.639,0.153
-0.295,0.62,0.157
-0.293,0.615,0.107
-0.296,0.62,0.086
-0.288,0.62,0.059
-0.259,0.615,0.053
-0.251,0.607,0.019
-0.247,0.598,-0.003
-0.241,0.593,-0.031
-0.235,0.612,-0.049
-0.232,0.608,-0.089
-0.214,0.607,-0.09
-0.208,0.6,-0.112
-0.208,0.594,-0.135
-0.204,0.587,-0.162
0.105,-0.532,-1.258
0.097,-0.549,-1.271
0.068,-0.541,-1.279
0.049,-0.547,-1.299
0.029,-0.546,-1.302
0.01,-0.547,-1.297
0.007,-0.552,-1.288
0.003,-0.56,-1.282
0.005,-0.56,-1.27
0.012,-0.588,-1.277
-0.001,-0.551,-1.286
0.043,-0.572,-1.117
-0.059,-0.519,-1.208
-0.119,-0.564,-1.296
